rate_code_id,RatecodeID,rate_code_name
17263,1,Standard rate
17264,1,Standard rate
17265,1,Standard rate
17266,1,Standard rate
17267,1,Standard rate
17268,1,Standard rate
17269,1,Standard rate
17270,1,Standard rate
17271,1,Standard rate
17272,1,Standard rate
17273,1,Standard rate
17274,1,Standard rate
17275,1,Standard rate
17276,1,Standard rate
17277,1,Standard rate
17278,1,Standard rate
17279,1,Standard rate
17280,2,JFK
17281,1,Standard rate
17282,1,Standard rate
17283,1,Standard rate
17284,1,Standard rate
17285,1,Standard rate
17286,1,Standard rate
17287,1,Standard rate
17288,1,Standard rate
17289,1,Standard rate
17290,1,Standard rate
17291,1,Standard rate
17292,1,Standard rate
17293,1,Standard rate
17294,1,Standard rate
17295,1,Standard rate
17296,1,Standard rate
17297,1,Standard rate
17298,1,Standard rate
17299,1,Standard rate
17300,1,Standard rate
17301,1,Standard rate
17302,1,Standard rate
17303,1,Standard rate
17304,1,Standard rate
17305,1,Standard rate
17306,1,Standard rate
17307,1,Standard rate
17308,1,Standard rate
17309,1,Standard rate
17310,1,Standard rate
17311,1,Standard rate
17312,1,Standard rate
17313,2,JFK
17314,1,Standard rate
17315,1,Standard rate
17316,1,Standard rate
17317,1,Standard rate
17318,1,Standard rate
17319,1,Standard rate
17320,1,Standard rate
17321,1,Standard rate
17322,1,Standard rate
17323,1,Standard rate
17324,1,Standard rate
17325,1,Standard rate
17326,1,Standard rate
17327,1,Standard rate
17328,1,Standard rate
17329,1,Standard rate
17330,1,Standard rate
17331,1,Standard rate
17332,1,Standard rate
17333,1,Standard rate
17334,1,Standard rate
17335,1,Standard rate
17336,1,Standard rate
17337,1,Standard rate
17338,1,Standard rate
17339,1,Standard rate
17340,1,Standard rate
17341,1,Standard rate
17342,1,Standard rate
17343,1,Standard rate
17344,1,Standard rate
17345,1,Standard rate
17346,1,Standard rate
17347,1,Standard rate
17348,1,Standard rate
17349,1,Standard rate
17350,1,Standard rate
17351,1,Standard rate
17352,1,Standard rate
17353,1,Standard rate
17354,1,Standard rate
17355,1,Standard rate
17356,1,Standard rate
17357,1,Standard rate
17358,1,Standard rate
17359,1,Standard rate
17360,1,Standard rate
17361,2,JFK
17362,1,Standard rate
17363,1,Standard rate
17364,1,Standard rate
17365,1,Standard rate
17366,1,Standard rate
17367,1,Standard rate
17368,1,Standard rate
17369,1,Standard rate
17370,1,Standard rate
17371,1,Standard rate
17372,1,Standard rate
17373,1,Standard rate
17374,1,Standard rate
17375,1,Standard rate
17376,1,Standard rate
17377,1,Standard rate
17378,1,Standard rate
17379,1,Standard rate
17380,1,Standard rate
17381,1,Standard rate
17382,1,Standard rate
17383,1,Standard rate
17384,1,Standard rate
17385,1,Standard rate
17386,1,Standard rate
17387,1,Standard rate
17388,1,Standard rate
17389,1,Standard rate
17390,1,Standard rate
17391,1,Standard rate
17392,1,Standard rate
17393,1,Standard rate
17394,1,Standard rate
17395,1,Standard rate
17396,1,Standard rate
17397,1,Standard rate
17398,1,Standard rate
17399,1,Standard rate
17400,1,Standard rate
17401,1,Standard rate
17402,1,Standard rate
17403,1,Standard rate
17404,1,Standard rate
17405,1,Standard rate
17406,1,Standard rate
17407,1,Standard rate
17408,1,Standard rate
17409,1,Standard rate
17410,1,Standard rate
17411,1,Standard rate
17412,1,Standard rate
17413,1,Standard rate
17414,1,Standard rate
17415,1,Standard rate
17416,1,Standard rate
17417,1,Standard rate
17418,1,Standard rate
17419,1,Standard rate
17420,1,Standard rate
17421,1,Standard rate
17422,1,Standard rate
17423,1,Standard rate
17424,1,Standard rate
17425,1,Standard rate
17426,1,Standard rate
17427,1,Standard rate
17428,1,Standard rate
17429,1,Standard rate
17430,1,Standard rate
17431,1,Standard rate
17432,1,Standard rate
17433,1,Standard rate
17434,1,Standard rate
17435,1,Standard rate
17436,1,Standard rate
17437,1,Standard rate
17438,1,Standard rate
17439,1,Standard rate
17440,1,Standard rate
17441,1,Standard rate
17442,1,Standard rate
17443,1,Standard rate
17444,1,Standard rate
17445,1,Standard rate
17446,1,Standard rate
17447,1,Standard rate
17448,1,Standard rate
17449,1,Standard rate
17450,1,Standard rate
17451,1,Standard rate
17452,1,Standard rate
17453,1,Standard rate
17454,1,Standard rate
17455,1,Standard rate
17456,1,Standard rate
17457,1,Standard rate
17458,5,Negotiated fare
17459,1,Standard rate
17460,1,Standard rate
17461,1,Standard rate
17462,1,Standard rate
17463,1,Standard rate
17464,1,Standard rate
17465,1,Standard rate
17466,1,Standard rate
17467,1,Standard rate
17468,1,Standard rate
17469,1,Standard rate
17470,1,Standard rate
17471,1,Standard rate
17472,1,Standard rate
17473,1,Standard rate
17474,1,Standard rate
17475,1,Standard rate
17476,1,Standard rate
17477,1,Standard rate
17478,1,Standard rate
17479,1,Standard rate
17480,1,Standard rate
17481,1,Standard rate
17482,1,Standard rate
17483,1,Standard rate
17484,1,Standard rate
17485,1,Standard rate
17486,1,Standard rate
17487,1,Standard rate
17488,1,Standard rate
17489,1,Standard rate
17490,1,Standard rate
17491,1,Standard rate
17492,1,Standard rate
17493,1,Standard rate
17494,1,Standard rate
17495,1,Standard rate
17496,1,Standard rate
17497,1,Standard rate
17498,1,Standard rate
17499,1,Standard rate
17500,1,Standard rate
17501,1,Standard rate
17502,1,Standard rate
17503,1,Standard rate
17504,1,Standard rate
17505,1,Standard rate
17506,1,Standard rate
17507,1,Standard rate
17508,1,Standard rate
17509,1,Standard rate
17510,1,Standard rate
17511,1,Standard rate
17512,1,Standard rate
17513,1,Standard rate
17514,1,Standard rate
17515,1,Standard rate
17516,1,Standard rate
17517,1,Standard rate
17518,1,Standard rate
17519,1,Standard rate
17520,1,Standard rate
17521,1,Standard rate
17522,5,Negotiated fare
17523,1,Standard rate
17524,1,Standard rate
17525,1,Standard rate
17526,1,Standard rate
17527,1,Standard rate
17528,1,Standard rate
17529,1,Standard rate
17530,1,Standard rate
17531,1,Standard rate
17532,1,Standard rate
17533,1,Standard rate
17534,1,Standard rate
17535,1,Standard rate
17536,1,Standard rate
17537,1,Standard rate
17538,1,Standard rate
17539,1,Standard rate
17540,1,Standard rate
17541,1,Standard rate
17542,1,Standard rate
17543,1,Standard rate
17544,1,Standard rate
17545,1,Standard rate
17546,1,Standard rate
17547,1,Standard rate
17548,1,Standard rate
17549,1,Standard rate
17550,1,Standard rate
17551,1,Standard rate
17552,1,Standard rate
17553,1,Standard rate
17554,1,Standard rate
17555,1,Standard rate
17556,1,Standard rate
17557,1,Standard rate
17558,1,Standard rate
17559,1,Standard rate
17560,1,Standard rate
17561,1,Standard rate
17562,1,Standard rate
17563,1,Standard rate
17564,1,Standard rate
17565,1,Standard rate
17566,1,Standard rate
17567,1,Standard rate
17568,1,Standard rate
17569,1,Standard rate
17570,1,Standard rate
17571,1,Standard rate
17572,1,Standard rate
17573,1,Standard rate
17574,1,Standard rate
17575,1,Standard rate
17576,1,Standard rate
17577,1,Standard rate
17578,1,Standard rate
17579,1,Standard rate
17580,1,Standard rate
17581,1,Standard rate
17582,1,Standard rate
17583,1,Standard rate
17584,1,Standard rate
17585,1,Standard rate
17586,1,Standard rate
17587,1,Standard rate
17588,1,Standard rate
17589,1,Standard rate
17590,1,Standard rate
17591,1,Standard rate
17592,1,Standard rate
17593,1,Standard rate
17594,1,Standard rate
17595,1,Standard rate
17596,1,Standard rate
17597,1,Standard rate
17598,1,Standard rate
17599,1,Standard rate
17600,1,Standard rate
17601,1,Standard rate
17602,1,Standard rate
17603,1,Standard rate
17604,1,Standard rate
17605,1,Standard rate
17606,1,Standard rate
17607,1,Standard rate
17608,1,Standard rate
17609,1,Standard rate
17610,1,Standard rate
17611,1,Standard rate
17612,1,Standard rate
17613,1,Standard rate
17614,1,Standard rate
17615,1,Standard rate
17616,1,Standard rate
17617,1,Standard rate
17618,1,Standard rate
17619,1,Standard rate
17620,1,Standard rate
17621,1,Standard rate
17622,2,JFK
17623,1,Standard rate
17624,1,Standard rate
17625,1,Standard rate
17626,1,Standard rate
17627,1,Standard rate
17628,1,Standard rate
17629,1,Standard rate
17630,1,Standard rate
17631,1,Standard rate
17632,1,Standard rate
17633,1,Standard rate
17634,1,Standard rate
17635,1,Standard rate
17636,1,Standard rate
17637,1,Standard rate
17638,1,Standard rate
17639,1,Standard rate
17640,1,Standard rate
17641,1,Standard rate
17642,1,Standard rate
17643,1,Standard rate
17644,1,Standard rate
17645,1,Standard rate
17646,1,Standard rate
17647,1,Standard rate
17648,1,Standard rate
17649,1,Standard rate
17650,1,Standard rate
17651,1,Standard rate
17652,1,Standard rate
17653,1,Standard rate
17654,1,Standard rate
17655,1,Standard rate
17656,1,Standard rate
17657,1,Standard rate
17658,1,Standard rate
17659,1,Standard rate
17660,1,Standard rate
17661,1,Standard rate
17662,1,Standard rate
17663,1,Standard rate
17664,1,Standard rate
17665,1,Standard rate
17666,1,Standard rate
17667,1,Standard rate
17668,1,Standard rate
17669,1,Standard rate
17670,1,Standard rate
17671,1,Standard rate
17672,1,Standard rate
17673,1,Standard rate
17674,1,Standard rate
17675,1,Standard rate
17676,1,Standard rate
17677,1,Standard rate
17678,1,Standard rate
17679,1,Standard rate
17680,1,Standard rate
17681,1,Standard rate
17682,1,Standard rate
17683,1,Standard rate
17684,1,Standard rate
17685,1,Standard rate
17686,2,JFK
17687,1,Standard rate
17688,1,Standard rate
17689,1,Standard rate
17690,1,Standard rate
17691,1,Standard rate
17692,1,Standard rate
17693,1,Standard rate
17694,1,Standard rate
17695,1,Standard rate
17696,1,Standard rate
17697,1,Standard rate
17698,1,Standard rate
17699,1,Standard rate
17700,1,Standard rate
17701,1,Standard rate
17702,1,Standard rate
17703,1,Standard rate
17704,2,JFK
17705,1,Standard rate
17706,1,Standard rate
17707,1,Standard rate
17708,1,Standard rate
17709,1,Standard rate
17710,1,Standard rate
17711,1,Standard rate
17712,1,Standard rate
17713,1,Standard rate
17714,1,Standard rate
17715,1,Standard rate
17716,1,Standard rate
17717,1,Standard rate
17718,1,Standard rate
17719,1,Standard rate
17720,1,Standard rate
17721,1,Standard rate
17722,1,Standard rate
17723,1,Standard rate
17724,1,Standard rate
17725,1,Standard rate
17726,1,Standard rate
17727,1,Standard rate
17728,1,Standard rate
17729,1,Standard rate
17730,1,Standard rate
17731,1,Standard rate
17732,1,Standard rate
17733,1,Standard rate
17734,1,Standard rate
17735,1,Standard rate
17736,1,Standard rate
17737,1,Standard rate
17738,1,Standard rate
17739,1,Standard rate
17740,1,Standard rate
17741,1,Standard rate
17742,1,Standard rate
17743,1,Standard rate
17744,1,Standard rate
17745,1,Standard rate
17746,1,Standard rate
17747,1,Standard rate
17748,1,Standard rate
17749,1,Standard rate
17750,1,Standard rate
17751,1,Standard rate
17752,1,Standard rate
17753,1,Standard rate
17754,1,Standard rate
17755,1,Standard rate
17756,1,Standard rate
17757,1,Standard rate
17758,1,Standard rate
17759,1,Standard rate
17760,1,Standard rate
17761,1,Standard rate
17762,1,Standard rate
17763,1,Standard rate
17764,1,Standard rate
17765,1,Standard rate
17766,1,Standard rate
17767,1,Standard rate
17768,1,Standard rate
17769,1,Standard rate
17770,1,Standard rate
17771,1,Standard rate
17772,1,Standard rate
17773,1,Standard rate
17774,1,Standard rate
17775,1,Standard rate
17776,1,Standard rate
17777,1,Standard rate
17778,1,Standard rate
17779,1,Standard rate
17780,1,Standard rate
17781,1,Standard rate
17782,1,Standard rate
17783,1,Standard rate
17784,1,Standard rate
17785,1,Standard rate
17786,1,Standard rate
17787,1,Standard rate
17788,1,Standard rate
17789,1,Standard rate
17790,1,Standard rate
17791,1,Standard rate
17792,1,Standard rate
17793,1,Standard rate
17794,1,Standard rate
17795,1,Standard rate
17796,1,Standard rate
17797,1,Standard rate
17798,1,Standard rate
17799,1,Standard rate
17800,1,Standard rate
17801,1,Standard rate
17802,1,Standard rate
17803,1,Standard rate
17804,1,Standard rate
17805,1,Standard rate
17806,1,Standard rate
17807,1,Standard rate
17808,1,Standard rate
17809,1,Standard rate
17810,1,Standard rate
17811,1,Standard rate
17812,1,Standard rate
17813,1,Standard rate
17814,1,Standard rate
17815,1,Standard rate
17816,1,Standard rate
17817,1,Standard rate
17818,1,Standard rate
17819,1,Standard rate
17820,1,Standard rate
17821,1,Standard rate
17822,1,Standard rate
17823,1,Standard rate
17824,1,Standard rate
17825,1,Standard rate
17826,1,Standard rate
17827,1,Standard rate
17828,1,Standard rate
17829,1,Standard rate
17830,1,Standard rate
17831,1,Standard rate
17832,1,Standard rate
17833,1,Standard rate
17834,1,Standard rate
17835,1,Standard rate
17836,1,Standard rate
17837,1,Standard rate
17838,1,Standard rate
17839,1,Standard rate
17840,1,Standard rate
17841,1,Standard rate
17842,1,Standard rate
17843,1,Standard rate
17844,1,Standard rate
17845,1,Standard rate
17846,1,Standard rate
17847,1,Standard rate
17848,1,Standard rate
17849,1,Standard rate
17850,1,Standard rate
17851,1,Standard rate
17852,1,Standard rate
17853,1,Standard rate
17854,1,Standard rate
17855,1,Standard rate
17856,1,Standard rate
17857,1,Standard rate
17858,1,Standard rate
17859,1,Standard rate
17860,1,Standard rate
17861,1,Standard rate
17862,1,Standard rate
17863,1,Standard rate
17864,1,Standard rate
17865,1,Standard rate
17866,1,Standard rate
17867,1,Standard rate
17868,1,Standard rate
17869,1,Standard rate
17870,1,Standard rate
17871,1,Standard rate
17872,1,Standard rate
17873,1,Standard rate
17874,1,Standard rate
17875,1,Standard rate
17876,1,Standard rate
17877,1,Standard rate
17878,1,Standard rate
17879,1,Standard rate
17880,1,Standard rate
17881,1,Standard rate
17882,1,Standard rate
17883,1,Standard rate
17884,1,Standard rate
17885,1,Standard rate
17886,1,Standard rate
17887,1,Standard rate
17888,1,Standard rate
17889,1,Standard rate
17890,1,Standard rate
17891,1,Standard rate
17892,1,Standard rate
17893,1,Standard rate
17894,1,Standard rate
17895,1,Standard rate
17896,1,Standard rate
17897,1,Standard rate
17898,1,Standard rate
17899,1,Standard rate
17900,1,Standard rate
17901,1,Standard rate
17902,1,Standard rate
17903,1,Standard rate
17904,1,Standard rate
17905,1,Standard rate
17906,1,Standard rate
17907,1,Standard rate
17908,1,Standard rate
17909,1,Standard rate
17910,1,Standard rate
17911,1,Standard rate
17912,1,Standard rate
17913,2,JFK
17914,1,Standard rate
17915,1,Standard rate
17916,1,Standard rate
17917,1,Standard rate
17918,1,Standard rate
17919,1,Standard rate
17920,1,Standard rate
17921,1,Standard rate
17922,1,Standard rate
17923,1,Standard rate
17924,1,Standard rate
17925,1,Standard rate
17926,1,Standard rate
17927,1,Standard rate
17928,1,Standard rate
17929,1,Standard rate
17930,1,Standard rate
17931,1,Standard rate
17932,1,Standard rate
17933,1,Standard rate
17934,1,Standard rate
17935,1,Standard rate
17936,1,Standard rate
17937,1,Standard rate
17938,1,Standard rate
17939,2,JFK
17940,1,Standard rate
17941,1,Standard rate
17942,1,Standard rate
17943,1,Standard rate
17944,1,Standard rate
17945,1,Standard rate
17946,1,Standard rate
17947,1,Standard rate
17948,1,Standard rate
17949,1,Standard rate
17950,1,Standard rate
17951,1,Standard rate
17952,1,Standard rate
17953,1,Standard rate
17954,1,Standard rate
17955,1,Standard rate
17956,1,Standard rate
17957,1,Standard rate
17958,1,Standard rate
17959,1,Standard rate
17960,1,Standard rate
17961,1,Standard rate
17962,1,Standard rate
17963,1,Standard rate
17964,1,Standard rate
17965,1,Standard rate
17966,1,Standard rate
17967,1,Standard rate
17968,1,Standard rate
17969,1,Standard rate
17970,1,Standard rate
17971,1,Standard rate
17972,1,Standard rate
17973,1,Standard rate
17974,1,Standard rate
17975,1,Standard rate
17976,1,Standard rate
17977,1,Standard rate
17978,1,Standard rate
17979,1,Standard rate
17980,1,Standard rate
17981,1,Standard rate
17982,2,JFK
17983,1,Standard rate
17984,1,Standard rate
17985,1,Standard rate
17986,1,Standard rate
17987,1,Standard rate
17988,1,Standard rate
17989,1,Standard rate
17990,1,Standard rate
17991,1,Standard rate
17992,1,Standard rate
17993,1,Standard rate
17994,1,Standard rate
17995,1,Standard rate
17996,1,Standard rate
17997,1,Standard rate
17998,1,Standard rate
17999,1,Standard rate
18000,1,Standard rate
18001,1,Standard rate
18002,1,Standard rate
18003,1,Standard rate
18004,1,Standard rate
18005,1,Standard rate
18006,1,Standard rate
18007,1,Standard rate
18008,1,Standard rate
18009,1,Standard rate
18010,1,Standard rate
18011,1,Standard rate
18012,1,Standard rate
18013,1,Standard rate
18014,1,Standard rate
18015,1,Standard rate
18016,1,Standard rate
18017,1,Standard rate
18018,1,Standard rate
18019,1,Standard rate
18020,1,Standard rate
18021,1,Standard rate
18022,1,Standard rate
18023,1,Standard rate
18024,1,Standard rate
18025,1,Standard rate
18026,1,Standard rate
18027,1,Standard rate
18028,1,Standard rate
18029,1,Standard rate
18030,1,Standard rate
18031,1,Standard rate
18032,1,Standard rate
18033,1,Standard rate
18034,1,Standard rate
18035,1,Standard rate
18036,1,Standard rate
18037,1,Standard rate
18038,1,Standard rate
18039,3,Newark
18040,1,Standard rate
18041,1,Standard rate
18042,1,Standard rate
18043,1,Standard rate
18044,1,Standard rate
18045,1,Standard rate
18046,1,Standard rate
18047,1,Standard rate
18048,1,Standard rate
18049,1,Standard rate
18050,1,Standard rate
18051,1,Standard rate
18052,1,Standard rate
18053,1,Standard rate
18054,1,Standard rate
18055,1,Standard rate
18056,1,Standard rate
18057,1,Standard rate
18058,1,Standard rate
18059,1,Standard rate
18060,1,Standard rate
18061,1,Standard rate
18062,1,Standard rate
18063,1,Standard rate
18064,1,Standard rate
18065,1,Standard rate
18066,1,Standard rate
18067,1,Standard rate
18068,1,Standard rate
18069,1,Standard rate
18070,1,Standard rate
18071,1,Standard rate
18072,1,Standard rate
18073,1,Standard rate
18074,1,Standard rate
18075,1,Standard rate
18076,1,Standard rate
18077,1,Standard rate
18078,1,Standard rate
18079,1,Standard rate
18080,1,Standard rate
18081,1,Standard rate
18082,1,Standard rate
18083,1,Standard rate
18084,1,Standard rate
18085,1,Standard rate
18086,1,Standard rate
18087,1,Standard rate
18088,1,Standard rate
18089,1,Standard rate
18090,1,Standard rate
18091,1,Standard rate
18092,1,Standard rate
18093,1,Standard rate
18094,1,Standard rate
18095,1,Standard rate
18096,1,Standard rate
18097,1,Standard rate
18098,1,Standard rate
18099,1,Standard rate
18100,1,Standard rate
18101,1,Standard rate
18102,1,Standard rate
18103,1,Standard rate
18104,1,Standard rate
18105,1,Standard rate
18106,1,Standard rate
18107,1,Standard rate
18108,1,Standard rate
18109,1,Standard rate
18110,1,Standard rate
18111,1,Standard rate
18112,1,Standard rate
18113,1,Standard rate
18114,1,Standard rate
18115,1,Standard rate
18116,1,Standard rate
18117,2,JFK
18118,1,Standard rate
18119,1,Standard rate
18120,1,Standard rate
18121,1,Standard rate
18122,1,Standard rate
18123,1,Standard rate
18124,1,Standard rate
18125,1,Standard rate
18126,1,Standard rate
18127,1,Standard rate
18128,1,Standard rate
18129,1,Standard rate
18130,1,Standard rate
18131,1,Standard rate
18132,2,JFK
18133,1,Standard rate
18134,1,Standard rate
18135,1,Standard rate
18136,1,Standard rate
18137,1,Standard rate
18138,1,Standard rate
18139,1,Standard rate
18140,1,Standard rate
18141,1,Standard rate
18142,1,Standard rate
18143,1,Standard rate
18144,1,Standard rate
18145,1,Standard rate
18146,1,Standard rate
18147,1,Standard rate
18148,1,Standard rate
18149,1,Standard rate
18150,1,Standard rate
18151,1,Standard rate
18152,1,Standard rate
18153,1,Standard rate
18154,1,Standard rate
18155,1,Standard rate
18156,1,Standard rate
18157,1,Standard rate
18158,1,Standard rate
18159,1,Standard rate
18160,1,Standard rate
18161,1,Standard rate
18162,1,Standard rate
18163,1,Standard rate
18164,2,JFK
18165,1,Standard rate
18166,1,Standard rate
18167,1,Standard rate
18168,2,JFK
18169,1,Standard rate
18170,1,Standard rate
18171,1,Standard rate
18172,1,Standard rate
18173,1,Standard rate
18174,1,Standard rate
18175,1,Standard rate
18176,1,Standard rate
18177,1,Standard rate
18178,1,Standard rate
18179,1,Standard rate
18180,1,Standard rate
18181,1,Standard rate
18182,1,Standard rate
18183,1,Standard rate
18184,1,Standard rate
18185,1,Standard rate
18186,1,Standard rate
18187,1,Standard rate
18188,1,Standard rate
18189,1,Standard rate
18190,1,Standard rate
18191,1,Standard rate
18192,1,Standard rate
18193,1,Standard rate
18194,1,Standard rate
18195,1,Standard rate
18196,1,Standard rate
18197,1,Standard rate
18198,1,Standard rate
18199,1,Standard rate
18200,1,Standard rate
18201,1,Standard rate
18202,1,Standard rate
18203,1,Standard rate
18204,1,Standard rate
18205,1,Standard rate
18206,1,Standard rate
18207,1,Standard rate
18208,1,Standard rate
18209,1,Standard rate
18210,1,Standard rate
18211,1,Standard rate
18212,1,Standard rate
18213,1,Standard rate
18214,1,Standard rate
18215,1,Standard rate
18216,1,Standard rate
18217,1,Standard rate
18218,1,Standard rate
18219,1,Standard rate
18220,1,Standard rate
18221,1,Standard rate
18222,1,Standard rate
18223,1,Standard rate
18224,1,Standard rate
18225,1,Standard rate
18226,1,Standard rate
18227,1,Standard rate
18228,1,Standard rate
18229,1,Standard rate
18230,1,Standard rate
18231,1,Standard rate
18232,1,Standard rate
18233,1,Standard rate
18234,1,Standard rate
18235,1,Standard rate
18236,1,Standard rate
18237,1,Standard rate
18238,1,Standard rate
18239,1,Standard rate
18240,1,Standard rate
18241,1,Standard rate
18242,2,JFK
18243,1,Standard rate
18244,1,Standard rate
18245,1,Standard rate
18246,1,Standard rate
18247,1,Standard rate
18248,1,Standard rate
18249,1,Standard rate
18250,1,Standard rate
18251,1,Standard rate
18252,1,Standard rate
18253,1,Standard rate
18254,1,Standard rate
18255,1,Standard rate
18256,1,Standard rate
18257,1,Standard rate
18258,1,Standard rate
18259,1,Standard rate
18260,1,Standard rate
18261,1,Standard rate
18262,1,Standard rate
18263,1,Standard rate
18264,1,Standard rate
18265,1,Standard rate
18266,1,Standard rate
18267,1,Standard rate
18268,1,Standard rate
18269,1,Standard rate
18270,1,Standard rate
18271,1,Standard rate
18272,1,Standard rate
18273,1,Standard rate
18274,1,Standard rate
18275,1,Standard rate
18276,1,Standard rate
18277,1,Standard rate
18278,1,Standard rate
18279,1,Standard rate
18280,1,Standard rate
18281,1,Standard rate
18282,1,Standard rate
18283,1,Standard rate
18284,1,Standard rate
18285,1,Standard rate
18286,1,Standard rate
18287,1,Standard rate
18288,1,Standard rate
18289,1,Standard rate
18290,1,Standard rate
18291,1,Standard rate
18292,1,Standard rate
18293,1,Standard rate
18294,1,Standard rate
18295,1,Standard rate
18296,1,Standard rate
18297,1,Standard rate
18298,1,Standard rate
18299,1,Standard rate
18300,1,Standard rate
18301,1,Standard rate
18302,1,Standard rate
18303,1,Standard rate
18304,1,Standard rate
18305,1,Standard rate
18306,1,Standard rate
18307,1,Standard rate
18308,1,Standard rate
18309,1,Standard rate
18310,1,Standard rate
18311,1,Standard rate
18312,1,Standard rate
18313,1,Standard rate
18314,1,Standard rate
18315,1,Standard rate
18316,1,Standard rate
18317,1,Standard rate
18318,1,Standard rate
18319,1,Standard rate
18320,1,Standard rate
18321,1,Standard rate
18322,1,Standard rate
18323,1,Standard rate
18324,1,Standard rate
18325,2,JFK
18326,1,Standard rate
18327,1,Standard rate
18328,1,Standard rate
18329,1,Standard rate
18330,1,Standard rate
18331,1,Standard rate
18332,1,Standard rate
18333,1,Standard rate
18334,1,Standard rate
18335,1,Standard rate
18336,1,Standard rate
18337,1,Standard rate
18338,1,Standard rate
18339,1,Standard rate
18340,1,Standard rate
18341,1,Standard rate
18342,1,Standard rate
18343,1,Standard rate
18344,1,Standard rate
18345,1,Standard rate
18346,1,Standard rate
18347,1,Standard rate
18348,1,Standard rate
18349,1,Standard rate
18350,1,Standard rate
18351,1,Standard rate
18352,1,Standard rate
18353,1,Standard rate
18354,1,Standard rate
18355,1,Standard rate
18356,1,Standard rate
18357,1,Standard rate
18358,1,Standard rate
18359,1,Standard rate
18360,1,Standard rate
18361,1,Standard rate
18362,1,Standard rate
18363,1,Standard rate
18364,1,Standard rate
18365,1,Standard rate
18366,1,Standard rate
18367,1,Standard rate
18368,1,Standard rate
18369,1,Standard rate
18370,1,Standard rate
18371,1,Standard rate
18372,1,Standard rate
18373,1,Standard rate
18374,1,Standard rate
18375,1,Standard rate
18376,1,Standard rate
18377,1,Standard rate
18378,1,Standard rate
18379,1,Standard rate
18380,1,Standard rate
18381,1,Standard rate
18382,1,Standard rate
18383,1,Standard rate
18384,1,Standard rate
18385,1,Standard rate
18386,1,Standard rate
18387,1,Standard rate
18388,1,Standard rate
18389,1,Standard rate
18390,1,Standard rate
18391,1,Standard rate
18392,1,Standard rate
18393,1,Standard rate
18394,1,Standard rate
18395,1,Standard rate
18396,1,Standard rate
18397,1,Standard rate
18398,1,Standard rate
18399,1,Standard rate
18400,1,Standard rate
18401,1,Standard rate
18402,1,Standard rate
18403,1,Standard rate
18404,1,Standard rate
18405,1,Standard rate
18406,1,Standard rate
18407,1,Standard rate
18408,1,Standard rate
18409,1,Standard rate
18410,1,Standard rate
18411,1,Standard rate
18412,1,Standard rate
18413,1,Standard rate
18414,1,Standard rate
18415,1,Standard rate
18416,1,Standard rate
18417,1,Standard rate
18418,1,Standard rate
18419,1,Standard rate
18420,1,Standard rate
18421,1,Standard rate
18422,1,Standard rate
18423,1,Standard rate
18424,1,Standard rate
18425,1,Standard rate
18426,1,Standard rate
18427,1,Standard rate
18428,1,Standard rate
18429,1,Standard rate
18430,1,Standard rate
18431,1,Standard rate
18432,1,Standard rate
18433,1,Standard rate
18434,1,Standard rate
18435,1,Standard rate
18436,1,Standard rate
18437,1,Standard rate
18438,1,Standard rate
18439,1,Standard rate
18440,1,Standard rate
18441,1,Standard rate
18442,1,Standard rate
18443,1,Standard rate
18444,1,Standard rate
18445,1,Standard rate
18446,1,Standard rate
18447,1,Standard rate
18448,1,Standard rate
18449,1,Standard rate
18450,1,Standard rate
18451,1,Standard rate
18452,1,Standard rate
18453,1,Standard rate
18454,1,Standard rate
18455,1,Standard rate
18456,1,Standard rate
18457,1,Standard rate
18458,1,Standard rate
18459,1,Standard rate
18460,1,Standard rate
18461,1,Standard rate
18462,1,Standard rate
18463,1,Standard rate
18464,1,Standard rate
18465,1,Standard rate
18466,1,Standard rate
18467,1,Standard rate
18468,1,Standard rate
18469,1,Standard rate
18470,1,Standard rate
18471,1,Standard rate
18472,1,Standard rate
18473,1,Standard rate
18474,1,Standard rate
18475,1,Standard rate
18476,1,Standard rate
18477,1,Standard rate
18478,1,Standard rate
18479,1,Standard rate
18480,1,Standard rate
18481,1,Standard rate
18482,1,Standard rate
18483,1,Standard rate
18484,1,Standard rate
18485,1,Standard rate
18486,1,Standard rate
18487,1,Standard rate
18488,1,Standard rate
18489,1,Standard rate
18490,1,Standard rate
18491,1,Standard rate
18492,1,Standard rate
18493,1,Standard rate
18494,1,Standard rate
18495,1,Standard rate
18496,1,Standard rate
18497,1,Standard rate
18498,1,Standard rate
18499,1,Standard rate
18500,1,Standard rate
18501,1,Standard rate
18502,1,Standard rate
18503,1,Standard rate
18504,1,Standard rate
18505,1,Standard rate
18506,1,Standard rate
18507,1,Standard rate
18508,1,Standard rate
18509,1,Standard rate
18510,1,Standard rate
18511,1,Standard rate
18512,1,Standard rate
18513,1,Standard rate
18514,1,Standard rate
18515,1,Standard rate
18516,1,Standard rate
18517,1,Standard rate
18518,1,Standard rate
18519,1,Standard rate
18520,1,Standard rate
18521,1,Standard rate
18522,1,Standard rate
18523,1,Standard rate
18524,1,Standard rate
18525,1,Standard rate
18526,1,Standard rate
18527,1,Standard rate
18528,2,JFK
18529,1,Standard rate
18530,1,Standard rate
18531,1,Standard rate
18532,1,Standard rate
18533,1,Standard rate
18534,1,Standard rate
18535,3,Newark
